Date,Open,High,Low,Close,Volume,Adj Close,MA240,DIFF
2011-01-03,955000.0,966000.0,950000.0,958000.0,264800,924155.8,,
2011-01-04,956000.0,961000.0,949000.0,958000.0,274200,924155.8,,
2011-01-05,955000.0,955000.0,942000.0,942000.0,335700,908721.05,,
2011-01-06,942000.0,949000.0,923000.0,930000.0,387200,897144.99,,
2011-01-07,915000.0,929000.0,914000.0,921000.0,462700,888462.94,,
2011-01-10,918000.0,928000.0,909000.0,917000.0,366500,884604.25,,
2011-01-11,917000.0,922000.0,908000.0,913000.0,391000,880745.56,,
2011-01-12,914000.0,933000.0,914000.0,930000.0,409700,897144.99,,
2011-01-13,949000.0,949000.0,917000.0,922000.0,564700,889427.61,,
2011-01-14,928000.0,934000.0,915000.0,933000.0,307600,900039.0,,
2011-01-17,945000.0,951000.0,940000.0,949000.0,411600,915473.76,,
2011-01-18,950000.0,981000.0,949000.0,969000.0,592600,934767.2,,
2011-01-19,979000.0,1000000.0,966000.0,997000.0,666800,961778.01,,
2011-01-20,987000.0,990000.0,979000.0,982000.0,304800,947307.93,,
2011-01-21,976000.0,984000.0,970000.0,971000.0,333300,936696.54,,
2011-01-24,968000.0,983000.0,966000.0,971000.0,272100,936696.54,,
2011-01-25,972000.0,990000.0,971000.0,975000.0,279400,940555.23,,
2011-01-26,985000.0,999000.0,980000.0,998000.0,267000,962742.68,,
2011-01-27,995000.0,1002000.0,991000.0,994000.0,307300,958884.0,,
2011-01-28,998000.0,1014000.0,990000.0,1010000.0,382300,974318.75,,
2011-01-31,1009000.0,1010000.0,981000.0,981000.0,428200,946343.26,,
2011-02-01,982000.0,995000.0,979000.0,983000.0,269300,948272.6,,
2011-02-07,1002000.0,1004000.0,972000.0,972000.0,485000,937661.21,,
2011-02-08,970000.0,974000.0,959000.0,961000.0,609600,927049.82,,
2011-02-09,973000.0,973000.0,951000.0,960000.0,419600,926085.15,,
2011-02-10,960000.0,965000.0,935000.0,936000.0,613300,902933.02,,
2011-02-11,935000.0,943000.0,913000.0,915000.0,529700,882674.91,,
2011-02-14,928000.0,955000.0,925000.0,953000.0,391300,919332.44,,
2011-02-15,963000.0,970000.0,947000.0,958000.0,362100,924155.8,,
2011-02-16,952000.0,970000.0,945000.0,945000.0,303600,911615.07,,
2011-02-17,953000.0,963000.0,943000.0,954000.0,286900,920297.12,,
2011-02-18,965000.0,966000.0,957000.0,960000.0,205000,926085.15,,
2011-02-21,964000.0,965000.0,942000.0,948000.0,275000,914509.08,,
2011-02-22,939000.0,948000.0,934000.0,938000.0,243600,904862.36,,
2011-02-23,925000.0,941000.0,925000.0,930000.0,343800,897144.99,,
2011-02-24,926000.0,934000.0,920000.0,929000.0,362200,896180.31,,
2011-02-25,928000.0,933000.0,923000.0,926000.0,303600,893286.3,,
2011-02-28,920000.0,934000.0,920000.0,923000.0,325400,890392.28,,
2011-03-02,914000.0,923000.0,912000.0,918000.0,322600,885568.92,,
2011-03-03,919000.0,927000.0,916000.0,923000.0,361400,890392.28,,
2011-03-04,934000.0,945000.0,927000.0,945000.0,371300,911615.07,,
2011-03-07,943000.0,943000.0,906000.0,906000.0,637600,873992.86,,
2011-03-08,911000.0,912000.0,894000.0,899000.0,498100,867240.15,,
2011-03-09,906000.0,908000.0,882000.0,890000.0,525900,858558.11,,
2011-03-10,879000.0,884000.0,866000.0,866000.0,832600,835405.98,,
2011-03-11,861000.0,876000.0,860000.0,862000.0,537600,831547.29,,
2011-03-14,880000.0,901000.0,853000.0,900000.0,666500,868204.83,,
2011-03-15,901000.0,902000.0,856000.0,860000.0,726200,829617.94,,
2011-03-16,885000.0,895000.0,872000.0,886000.0,798700,854699.42,,
2011-03-17,878000.0,890000.0,868000.0,890000.0,450100,858558.11,,
2011-03-18,892000.0,895000.0,883000.0,891000.0,383300,859522.78,,
2011-03-21,891000.0,899000.0,884000.0,890000.0,289400,858558.11,,
2011-03-22,892000.0,897000.0,870000.0,875000.0,436200,844088.03,,
2011-03-23,880000.0,880000.0,859000.0,873000.0,504500,842158.68,,
2011-03-24,880000.0,888000.0,874000.0,880000.0,307800,848911.39,,
2011-03-25,892000.0,910000.0,890000.0,910000.0,621500,877851.55,,
2011-03-28,915000.0,922000.0,909000.0,916000.0,317800,883639.58,,
2011-03-29,907000.0,916000.0,900000.0,916000.0,344000,883639.58,,
2011-03-30,916000.0,929000.0,916000.0,926000.0,413700,893286.3,,
2011-03-31,936000.0,936000.0,921000.0,932000.0,527500,899074.33,,
2011-04-01,936000.0,940000.0,927000.0,940000.0,449400,906791.71,,
2011-04-04,940000.0,945000.0,939000.0,945000.0,334300,911615.07,,
2011-04-05,948000.0,948000.0,935000.0,945000.0,238400,911615.07,,
2011-04-06,940000.0,942000.0,915000.0,923000.0,549400,890392.28,,
2011-04-07,925000.0,935000.0,905000.0,909000.0,435600,876886.87,,
2011-04-08,911000.0,914000.0,895000.0,898000.0,519600,866275.48,,
2011-04-11,898000.0,907000.0,888000.0,894000.0,411600,862416.79,,
2011-04-12,886000.0,890000.0,882000.0,882000.0,315300,850840.73,,
2011-04-13,887000.0,901000.0,880000.0,901000.0,332500,869169.5,,
2011-04-14,900000.0,900000.0,884000.0,900000.0,505300,868204.83,,
2011-04-15,898000.0,899000.0,882000.0,888000.0,445400,856628.76,,
2011-04-18,891000.0,892000.0,866000.0,867000.0,548300,836370.65,,
2011-04-19,853000.0,875000.0,853000.0,875000.0,461500,844088.03,,
2011-04-20,889000.0,916000.0,886000.0,916000.0,640800,883639.58,,
2011-04-21,930000.0,937000.0,918000.0,928000.0,541400,895215.64,,
2011-04-22,924000.0,927000.0,902000.0,904000.0,376500,872063.51,,
2011-04-25,901000.0,911000.0,889000.0,889000.0,286700,857593.43,,
2011-04-26,899000.0,899000.0,880000.0,897000.0,383400,865310.81,,
2011-04-27,917000.0,927000.0,911000.0,924000.0,527500,891356.95,,
2011-04-28,924000.0,927000.0,899000.0,900000.0,416000,868204.83,,
2011-04-29,901000.0,908000.0,880000.0,893000.0,428300,861452.12,,
2011-05-02,910000.0,937000.0,904000.0,932000.0,650800,899074.33,,
2011-05-03,936000.0,940000.0,922000.0,938000.0,507300,904862.36,,
2011-05-04,930000.0,934000.0,900000.0,915000.0,515300,882674.91,,
2011-05-06,899000.0,914000.0,895000.0,899000.0,472700,867240.15,,
2011-05-09,908000.0,911000.0,891000.0,891000.0,270800,859522.78,,
2011-05-11,889000.0,895000.0,882000.0,892000.0,447200,860487.45,,
2011-05-12,886000.0,901000.0,883000.0,885000.0,552300,853734.75,,
2011-05-13,896000.0,924000.0,890000.0,916000.0,668700,883639.58,,
2011-05-16,917000.0,919000.0,898000.0,901000.0,322400,869169.5,,
2011-05-17,897000.0,898000.0,889000.0,890000.0,230900,858558.11,,
2011-05-18,893000.0,899000.0,886000.0,893000.0,331500,861452.12,,
2011-05-19,891000.0,898000.0,880000.0,880000.0,386900,848911.39,,
2011-05-20,885000.0,887000.0,880000.0,882000.0,221300,850840.73,,
2011-05-23,877000.0,885000.0,872000.0,873000.0,281100,842158.68,,
2011-05-24,872000.0,884000.0,865000.0,865000.0,289700,834441.31,,
2011-05-25,879000.0,879000.0,853000.0,856000.0,320300,825759.26,,
2011-05-26,868000.0,880000.0,865000.0,879000.0,279300,847946.71,,
2011-05-27,874000.0,899000.0,867000.0,891000.0,429500,859522.78,,
2011-05-30,895000.0,895000.0,876000.0,884000.0,205800,852770.07,,
2011-05-31,890000.0,914000.0,886000.0,902000.0,477700,870134.17,,
2011-06-01,902000.0,912000.0,895000.0,911000.0,313500,878816.22,,
2011-06-02,894000.0,897000.0,880000.0,883000.0,331600,851805.4,,
2011-06-03,890000.0,890000.0,877000.0,885000.0,201300,853734.75,,
2011-06-07,876000.0,889000.0,869000.0,887000.0,302200,855664.09,,
2011-06-08,885000.0,890000.0,875000.0,877000.0,258700,846017.37,,
2011-06-09,877000.0,879000.0,865000.0,865000.0,430200,834441.31,,
2011-06-10,870000.0,874000.0,851000.0,851000.0,391700,820935.9,,
2011-06-13,844000.0,853000.0,838000.0,853000.0,301200,822865.24,,
2011-06-14,851000.0,873000.0,848000.0,863000.0,212800,832511.96,,
2011-06-15,866000.0,869000.0,851000.0,865000.0,265600,834441.31,,
2011-06-16,853000.0,858000.0,844000.0,848000.0,238800,818041.88,,
2011-06-17,851000.0,852000.0,803000.0,819000.0,721100,790066.39,,
2011-06-20,813000.0,814000.0,795000.0,800000.0,471600,771737.62,,
2011-06-21,800000.0,820000.0,798000.0,814000.0,376800,785243.03,,
2011-06-22,824000.0,833000.0,822000.0,826000.0,330600,796819.1,,
2011-06-23,825000.0,839000.0,820000.0,831000.0,277100,801642.46,,
2011-06-24,821000.0,854000.0,821000.0,852000.0,469000,821900.57,,
2011-06-27,847000.0,847000.0,828000.0,835000.0,304100,805501.14,,
2011-06-28,840000.0,853000.0,831000.0,832000.0,239000,802607.13,,
2011-06-29,848000.0,849000.0,832000.0,833000.0,206900,804055.0,,
2011-06-30,833000.0,835000.0,821000.0,826000.0,328100,797298.24,,
2011-07-01,843000.0,860000.0,838000.0,855000.0,442600,825290.55,,
2011-07-04,870000.0,883000.0,869000.0,878000.0,428700,847491.35,,
2011-07-05,880000.0,899000.0,878000.0,899000.0,422100,867761.64,,
2011-07-06,893000.0,898000.0,887000.0,898000.0,224300,866796.39,,
2011-07-07,898000.0,898000.0,879000.0,880000.0,357200,849421.85,,
